Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth
2001.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Screen, 31B,"Rimma Gerlovina, Valeriy Gerlovin","Birth of Aphrodite, 1992",41.46,47.99,
2001.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 17A",Screen, 17A,Merry-Joseph Blondel,"The Penitent Magdalene, 1811",59.49,78.27,4.02
2001.17.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,Francesco Fontebasso,"The Madonna Interceding for Souls in Purgatory, c. 1762–1769",40.98,22.24,
2001.23.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53A",Screen, 53A,Yuri Dyshlenko,"Who is Living in the Next Room, 1990",77.99,57.99,
2001.23.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Screen, 51A,Yuri Dyshlenko,"A Portrait on the Background of a Landscape, 1990",77.99,57.99,
2001.24.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,Charles Bell,"Drawing for ""Nature Study"", 1985",67.24,48.5,2.36
2001.24.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,George Green,"Wee Baby Blues, 1983",42.01,37.52,2.24
2001.24.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Audrey Flack,"Siena Cathedral, 1971",67.64,47.87,2.52
2001.29.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 34",Wall Screen, 34,Sean Landers,"Self Something, 1994",107.99,167.99,
2001.31.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,David Davidovich Burliuk,"untitled, c. 1930",20.0,29.02,1.38
2001.32.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27B",Screen, 27B,Nicolai Ovchinnikov,"Death of a Hero - Malevich, 1989",78.74,137.52,
2001.34.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Screen, 33A,"Igor Makarevich, Moscow Studio","Lignoman, 1994",37.99,28.74,
2001.34.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Screen, 31A,"Yuri Avvakumov, Moscow Studio","Worker and Farmer International II, 1990–1995",34.25,27.52,
2001.38.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38B",Screen, 38B,Walter Darby Bannard,"Sour Land Hills, 1978",49.02,82.99,2.01
2001.38.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58A",Screen, 58A,John Griefen,"Wrestling with the Angel, 1990",71.26,87.64,2.01
2001.38.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 09A",Screen, 09A,Kikuo Saito,"Bogelum, 1975",64.76,112.01,2.01
2001.38.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 01B",Screen, 01B,Kikuo Saito,"Spicer's Creek, 1990",92.99,56.5,
2001.38.15,"Nasher Museum Building, Nasher Painting Storage Room",,,Kikuo Saito,"Wistar's Night, 1978",62.24,72.24,
2001.38.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 09B",Screen, 09B,Carol Lorraine Sutton,"Mrs. Siddon, 1979",69.02,97.01,
2001.38.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Screen, 60B,Larry Zox,"Indo, 1981",89.49,39.02,2.01
2001.39.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Alison Van Pelt,"Voyeurs (Sugar Ray Robinson vs. Randy Turpin, 1951) from the series Fight, 2001",47.99,60.0,1.5
2001.39.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,Alison Van Pelt,"untitled, 2001",60.0,47.99,1.5
2001.40.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58A",Screen, 58A,Don Eddy,"Green Volkswagen, 1971",65.98,95.0,
2002.1.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Francesco Montelatici,"The Meeting of Isaac and Rebecca, c. 1660",50.0,75.0,
2002.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 57A",Screen, 57A,David Hollowell,"Mother and Child, 1989",85.24,81.38,3.74
2002.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23B",Screen, 23B,Samuel Colman,"Harbor of Seville, 1865",34.49,54.49,2.01
2002.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",Screen, 22B,Adalbert Waagen,"Hunting in the Alps, 1865",52.01,41.5,
2002.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23B",Screen, 23B,Alfred Thompson Bricher,"At the South Head, Grand Manan, 1880s",55.87,45.75,4.02
2002.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Thomas Leo Blackwell,"Modesty Under Construction, 1988",35.98,47.99,
2002.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Doors:  Song of a new world, 1983",45.24,38.11,2.01
2002.20.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Doors: Blusette, 1989",40.0,37.24,2.01
2002.20.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48B",Screen, 48B,Kenneth Noland,"Times Light, 1983",85.98,62.99,2.01
2002.20.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Narrow Way, n.d.",186.5,22.52,0.98
2002.20.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55B",Screen, 55B,Kenneth Noland,"Tut, 1968",185.0,17.01,0.98
2002.20.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Jack Bush,"Small Cut Off, 1968",9.49,22.01,1.61
2002.20.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Jack Bush,"Pink Tower, 1974",88.5,39.02,1.5
2002.21.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 57B",Screen, 57B,Louisa Chase,"Saint Francis, 1982",73.27,79.25,2.01
2002.23.3,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 19",Wall Screen, 19,Ron Gorchov,"Theresites, 1989",23.74,27.01,7.52
2002.23.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Screen, 37A,Marlene McCarty,"Winner's Circle, 1991",37.99,67.99,1.38
2002.23.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 42B",Screen, 42B,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Vote for McGovern, 1972",42.01,41.93,
2002.25.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",Screen, 32B,Sergei Sherstiuk,"Untitled, 1951–1998",65.0,80.0,5.98
2002.28.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29B",Screen, 29B,"Komar and Melamid Vitaly Komar, born in Moscow, Russia, 1943 Alexander Melamid, born in Moscow, Russia, 1945","Soviet Constitution, Freedom of Speech Chapter, ideological abstraction, 1974",82.99,39.02,
2002.33.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58A",Screen, 58A,Antonio Balestra,"Samson and the Philistines, Late 17th century–early 18th century",57.13,77.76,
2003.2.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Flemish School,"Interior Genre Scene, 18th century (?)",16.26,13.5,
2003.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Piero Dorazio,"Horizontal 1, 1979",24.02,84.02,
2003.4.3,"Nasher Museum Building, Nasher Painting Storage Room",,,Randall Schmit,"Picnic, 1984",77.99,72.01,
2003.5.1,"Nasher Museum Building, Nasher Painting Storage Room",,,"Giovanni Battista Gaulli, called Il Baciccio","Tobias and the Angel, n.d.",43.27,35.87,
2003.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,"Edith London, American (born Germany), 1904 - 1997",Nocturnal Rhythm,37.01,35.0,
2003.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,Don Eddy,"The Park Bench, c. 1970",44.02,44.02,
2004.1.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Jean Cocteau,"The Unicorn (La Licorne), 1947",32.99,40.0,
2004.1.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Screen, 54B,Howard Hussey,"Tobias and the Angel, 1989",21.73,15.24,
2004.1.19,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Jean M. Gouttin,"Nature Morte, 1961",4.76,8.62,
2004.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 59A",Screen, 59A,Zoya Frolova,"Steps, 1996",74.49,30.98,60.98
2004.3.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Rafael Ferrer,"Untitled Three-Sided Kiosk, 1981",102.01,32.01,27.99
2005.2.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Screen, 11A,"School of George Romney, English, 1734 - 1802","Portrait of a Gentleman, 18th Century",29.02,23.5,
2005.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50B",Screen, 50B,Christian Boltanski,"Monument Canada, 1988",110.0,70.0,7.01
2005.4.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 32",Wall Screen, 32,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01
2005.4.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 30",Wall Screen, 30,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01
2005.4.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 30",Wall Screen, 30,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01
2005.4.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 30",Wall Screen, 30,Sam Durant,"...For People Who Refuse to Knuckle Down, 2004",90.0,82.01,82.01
2006.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Claire Wagner Kosterlitz,"Airplanes Over the Road Ahead VII, 20th century",17.52,11.5,
2006.4.1,"Nasher Museum Building, Room 013 Carpentry Shop",,,Olafur Eliasson,"The uncertain museum, 2004",115.98,175.0,
2006.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972",35.98,35.98,
2006.5.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,"Andy Warhol Born in Pittsburgh, Pennsylvania, 1928-1987","Mao, 1972",35.98,35.98,
2006.7.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Crest of Pine Mountain, Where General Polk Fell from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Occupation of Alexandria from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Deadbrook after the Battle of Ezra's Church from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",Screen, 04B,Kara Walker,"Banks's Army Leaving Simmsport from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Foote's Gun-Boats Ascending to Attack Fort Henry from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",Screen, 04B,Kara Walker,"An Army Train from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Lost Mountain at Sunrise from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Scene of McPherson's Death from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Confederate Prisoners Being Conducted from Jonesborough to Atlanta from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05B",Screen, 05B,Kara Walker,"Pack-Mules in the Mountains from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Cotton Hoards in Southern Swamp from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Exodus of Confederates from Atlanta from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05B",Screen, 05B,Kara Walker,"Signal Station, Summit of Maryland Heights from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21A",Screen, 21A,Kara Walker,"Buzzard's Roost Pass from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.7.1.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 21B",Screen, 21B,Kara Walker,"Alabama Loyalists Greeting the Federal Gun-Boats from the portfolio Harper's Pictorial History of the Civil War (Annotated), 2005",16.93,34.45,
2006.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,David Levinthal,"Blackface Series #DL008, 1995",24.02,20.0,
2006.8.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,David Levinthal,"Blackface Series #DL007, 1995",24.02,20.0,
2006.11.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Eve Sussman and the Rufus Corporation,"The Wolf in Tempelhof from the film The Rape of the Sabine Women, 2005",39.49,49.02,
2006.11.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,"Eve Sussman, with the Rufus Corporation","Annette with Rabbits (photographic still from The Rape of the Sabine Women), 2005",40.0,50.98,
2006.11.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,"Eve Sussman, with the Rufus Corporation","Grayson Rises from the film The Rape of the Sabine Women, 2005",26.5,72.99,
2007.2.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Bamboo, 2005",37.13,47.13,
2007.2.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Butterflies, 2005",37.13,47.13,
2007.2.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Dog's Tail Grass, 2005",37.13,47.13,
2007.2.1.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47B",Screen, 47B,,"Speak, Memory of Five-Needle Pine, 2005",37.13,47.13,
2007.2.1.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Plum Blossoms, 2005",37.13,47.13,
2007.2.1.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,,"Speak, Memory of Pomegranate, 2005",37.13,47.13,
2007.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12B",Screen, 12B,,"Bahsir (Robert Gowens), 1975",83.5,65.98,
2007.7.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Bob Thompson,"Untitled (Aurora leaving Cephalus), 1964",12.01,15.98,
2007.8.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 26",Wall Screen, 26,Dan Perjovschi,"Scan, 1993",119.09,196.85,
2007.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 25",Wall Screen, 25,Lia Perjovschi,"Map of Impressions: White, Late 20th century",54.02,17.99,9.49
2008.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Dan Perjovschi,"Red Apples, 1988",5.0,7.01,
2008.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Lia Perjovschi,"Test of Sleep, 1988",3.5,5.51,
2008.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,"Barkley L. Hendricks Born in Philadelphia, Pennsylvania, 1945","View from Behind the School, 2000",22.01,22.01,
2008.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Zhang Dali,"Demolition (Ping'an Avenue Beijing), 1999",35.39,23.62,
2008.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,David C. Driskell,"Woman in Interior, 2008",37.24,25.24,
2008.18.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Joseph Raffael,"The Next Step, 1986",50.0,32.01,
2009.1.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 03A",Screen, 03A,"Dario Robleto Born in San Antonio, Texas, 1972","Lamb of Man, 2006–2007",60.0,185.0,7.99
2009.1.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 03A",Screen, 03A,"Dario Robleto Born in San Antonio, Texas, 1972","Atom and Eve, 2006–2007",60.0,185.0,7.99
2009.1.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 10A",Screen, 10A,"Dario Robleto Born in San Antonio, Texas, 1972","Americana Materia Medica, 2006–2007",60.0,185.0,7.99
2009.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",Screen, 39A,,"Ode to Affirmative Action, 1989",22.99,29.02,
2009.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B",Screen, 53B,"Noah Davis Born in Seattle, Washington, 1983","Black Widow with Brothers Fighting, 2008",52.01,60.0,
2009.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27B",Screen, 27B,S. Felrath Hines,"Yellow on Yellow, c. 1968",40.0,34.02,
2009.9.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 10A",Screen, 10A,S. Felrath Hines,"Three Grays with Green Circle, 1975",47.01,37.01,
2009.9.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11B",Screen, 11B,S. Felrath Hines,"Kellylike, 1984",47.99,54.02,
2009.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,,
2009.11.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,40.98,
2009.11.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,,
2009.11.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Carolee Schneemann,"Schlaget auf, 1970",19.25,,
2009.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Jake Berthot,"Double Bar White, 1977–1978",74.02,52.01,
2009.13.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 50A",Screen, 50A,Joan Snyder,"This Ancient Tree, 1988",62.01,84.02,
2009.15.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29B",Screen, 29B,William Etty,"Bathers, 19th century",15.51,11.5,
2009.16.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.64,12.64,
2009.16.1.A,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.64,12.64,
2009.16.1.B,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,
2009.16.1.C,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,
2009.16.1.D,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,
2009.16.1.E,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49B",Screen, 49B,Alice Wagner,"Serie Percusión (Percussion Series), 2009",12.625,12.625,
2010.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Thomas Hart Benton,"First Crop, 1944",20.98,29.76,
2010.3.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23B",Screen, 23B,Charles Burchfield,"October Sunlight, 1949",44.02,19.02,
2010.3.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Charles Burchfield,"Row of Maples, 1916",20.0,13.94,
2010.3.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Giorgio de Chirico,"The Politician, 1971",11.89,9.49,
2010.3.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Screen, 26B,Hans Hofmann,"Untitled, 1942",14.02,17.01,
2010.3.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26A",Screen, 26A,Fernand Léger,"Paysage a l'oiseau (Bird in Landscape), 1952",25.75,36.26,
2010.3.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25B",Screen, 25B,Roy Lichtenstein,"Water Lilies (Pink Flower), 1992",43.5,38.5,
2010.3.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 20B",Screen, 20B,Reginald Marsh,"Dalí's Dream of Venus, 1939",26.5,39.49,
2010.3.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26A",Screen, 26A,Edward Henry Potthast,"Beach Scene, c. 1910–1920",11.14,15.12,
2010.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 41A",Screen, 41A,Jeff Whetstone,"Johnny from the series Post-Pleistocene, 2007",40.0,50.0,
2010.6.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons Born in New York, New York, 1974","Session One: Around the Y from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12
2010.6.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons Born in New York, New York, 1974","Session Three: Player from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12
2010.6.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons Born in New York, New York, 1974","Session Four: Thundersnow Road from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12
2010.6.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,"Xaviera Simmons Born in New York, New York, 1974","Session Six: Kitty Hawk from the project Thundersnow Road, North Carolina, 2010",40.12,50.0,0.12
2010.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46A",Screen, 46A,Rineke Dijkstra,"Tamir, Golani Brigade, Orev Unit, Elyacim, Israel, May 26, 1999, 1999",70.87,59.06,
2010.10.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",32.52,32.52,
2010.10.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",50.98,49.02,
2010.10.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Purvis Young,"Untitled, c. 1985–1999",32.52,47.99,
2010.10.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",16.26,44.25,
2010.10.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,Purvis Young,"Untitled, c. 1985–1999",48.5,37.99,
2010.10.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43A",Screen, 43A,Purvis Young,"Untitled, c. 1985–1999",95.98,18.27,
2010.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 43B",Screen, 43B,"Paul Graham, British, born 1956","Man walking with blue bags, Augusta from the series American Night, 2002",74.61,93.86,
2010.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40B",Screen, 40B,Mickalene Thomas,"Lovely Six Foota, 2007",51.61,62.99,2.24
2010.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Alma Thomas,"Late Night Reflections, 1972",28.74,44.02,
2010.14.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 40A",Screen, 40A,"Lynette Yiadom-Boakye Born in London, England, 1977","Tambourine, 2010",98.39,74.76,
2010.15.1,"Nasher Museum Building, Nasher Painting Storage Room, back wall screen",Back Wall Screen,,Jeff Sonhouse,"Decompositioning, 2010",82.01,76.26,
2011.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11B",Screen, 11B,Beverly McIver,"Love Mom, 2011",35.98,35.98,
2011.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 42",Wall Screen, 42,"Vicente Carducho (attributed). Italian,1570 - 1638, active in Spain 1585-1638","The Virgin Contemplating Instruments of the Passion, c. 1620–1630",52.64,43.5,4.02
2011.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,,"Flux, 2011",50.0,37.99,
2011.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Screen, 49A,Kathryn Andrews,"Gift, 2011",43.5,43.5,
2011.11.1,"Nasher Museum Building, Nasher Works On Paper Storage Room, Cabinet 1, Shelf 5",,,Pedro Lasch,"Desplazamiento de la memoria (Memory Shift) from the Black Mirror Series, 2008",50.12,24.88,0.24
2011.12.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",Screen, 36B,Oleg Kudryashov,"Industrial Landscape (447), 1982",58.27,40.51,
2011.15.1,"Nasher Museum Building, Nasher Painting Storage Room",,,Ai Weiwei,"Marble Chair, 2008",47.24,22.05,18.11
2011.18.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,"Burk Uzzle Born in Raleigh, North Carolina, 1938","Orange Trailer, Arizona, 2006",40.0,50.0,
2011.18.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B",Screen, 46B,"Burk Uzzle Born in Raleigh, North Carolina, 1938","Tree with Refrigerator, Washington, 2006",40.0,50.0,
2011.18.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,"Burk Uzzle Born in Raleigh, North Carolina, 1938","Black Barn, North Carolina, 2007",40.0,50.0,
2011.19.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 29A",Screen, 29A,Fred Fang Yu Wang,"Luan Baby Phoenix, 1995",75.98,24.88,
