Painting ID,Location,Location Type,Rack,Artist,Title,Height,Width,Depth
1976.9.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63G",Screen, 63G,Navajo,"Weaving, 20th century",60.0,74.02,
1976.9.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63T",Screen, 63T,Navajo,"Weaving, 20th century",72.99,45.98,
1976.9.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62T",Screen, 62T,"Hopi, or Navajo","Weaving, 20th century",60.51,32.01,
1976.9.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63T",Screen, 63T,Navajo,"Weaving, 20th century",72.01,45.0,
1976.9.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63G",Screen, 63G,Navajo,"Storm pattern weaving, 20th century",80.0,55.0,
1976.9.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63T",Screen, 63T,Navajo,"Weaving, c. 1910–1940",88.5,57.01,
1976.9.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63T",Screen, 63T,Navajo,"Third Phase chief's blanket, 20th century",72.01,52.99,
1976.9.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62T",Screen, 62T,Navajo,"Weaving, 20th century",39.02,22.52,
1976.9.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62N",Screen, 62N,Navajo,"Weaving: Crystal Pattern, 20th century",80.0,58.5,
1976.9.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62N",Screen, 62N,Navajo,"Weaving, 20th century",57.99,110.98,
1976.9.17,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62N",Screen, 62N,Navajo,"Weaving, 20th century",104.02,68.5,
1976.9.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62T",Screen, 62T,Navajo,"Weaving, 20th century",35.51,17.52,
1976.9.19,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62T",Screen, 62T,Navajo,"Weaving, 20th century",60.51,43.5,
1976.10.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 28, Textile Roll # 24",Wall Screen, 28,Flemish,"Tapestry - woodland scene with forest on right, stream with birds on left.  Green, brown, yellow, foliate border pattern., 16th century–17th century",97.99,126.5,
1976.21.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Charles Fernando,"Untitled, mid 20th century",22.99,35.98,
1976.31.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63F, Textile Roll # 15",Screen, 63F,Flemish (?),Tapestry,64.49,94.49,
1976.35.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,"Ellen Wetherald Ahrens, American, 1859 - 1938",Portrait of Eakin's Sister,21.38,17.52,
1976.36.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 23A",Screen, 23A,George Inness,"Landscape, Pompton, NJ, 1879",9.37,12.99,
1976.47.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27A",Screen, 27A,John Sloan,"Mare's Tails, Gloucester Moors, 1915",20.0,24.02,
1976.63.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25B",Screen, 25B,"Henry Inman American, 1801 - 1846","Portrait of Mrs. Catherine Nicholson Few, 1838",25.75,20.98,
1976.69.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Screen, 60B,George Benjamin Luks,"Little Mother, late 19th–early 20th Century",7.99,6.5,
1976.70.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,John Sloan,"Maid Cutting Ice, 1918",24.02,20.0,
1976.80.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63P, Textile Roll # 17",Screen, 63P,"Fulani peoples, or Peul peoples","Men's Weave Blanket, 20th century",94.02,50.98,
1976.101.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 57A",Screen, 57A,Silvia Heyden,"Hurricane, 20th century",80.75,94.25,
1976.103.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 06B",Screen, 06B,Silvia Heyden,"TyBee, 20th century",76.5,127.99,
1976.106.51,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,Mexican,"Huichol: Depicting  the Shooting of a Peyote -Coyote with Two Attendant Shamans, 20th century",23.5,22.76,
1977.50.40,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63I, Textile Roll # 14",Screen, 63I,Indonesian,Batik Trade Cloth,84.02,50.98,
1977.50.42,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63I, Textile Roll # 14",Screen, 63I,Indian,Sari Length Cloth,72.01,44.02,
1977.50.44,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63I, Textile Roll # 14",Screen, 63I,Indian,Sari,165.98,45.98,
1977.50.47,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63O",Screen, 63O,Indian,"Sari, n.d.",102.01,47.99,
1977.58.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 15A",Screen, 15A,,"The Annunciation, c. 1640",50.24,55.98,
1977.59.53,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Henri Meunier,Poster: Rajah Woman,9.25,11.89,
1977.59.55,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,French,"Carte du Pays de Tendre, c. 1659",11.26,15.24,
1977.59.59,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Pierre Andrieu,"Tigre Couché, 19th century",12.76,20.24,
1978.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,Arthur Bowen Davies,"The Orchard, n.d.",14.02,19.02,
1978.23.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62D, Textile Roll #2",Screen, 62D,Bolivian,Runner,29.02,47.99,
1978.23.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62D, Textile Roll #2",Screen, 62D,Bolivian,Three Alpaca Runners.  Woven as a group together,27.01,145.0,
1978.53.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 8",Screen, 62H,Aymara,Manta,39.37,59.06,
1978.53.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #4",Screen, 62J,Peruvian,Manta,44.09,37.01,
1978.53.28,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62E, Textile Roll # 16",Screen, 62E,Bolivian,Manta,20.98,77.99,
1978.53.31,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62E, Textile Roll # 16",Screen, 62E,Bolivian,Manta,21.5,43.74,
1978.53.32,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63O",Screen, 63O,Bolivian,Shawl,30.0,65.98,
1978.53.33,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63O",Screen, 63O,Bolivian,Shawl,32.99,62.01,
1978.53.34,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63E, Textile Roll # 21",Screen, 63E,Bolivian,Sweater,37.8,20.08,
1978.53.43,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62E, Textile Roll # 16",Screen, 62E,Peruvian,Manta,37.4,74.8,
1978.53.44,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62F, Textile Roll # 9",Screen, 62F,Peruvian,Manta,34.02,37.99,
1978.53.45,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 10",Screen, 62H,Peruvian,Manta,64.49,27.52,
1979.18.4.F,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,Peruvian,Textile Fragment,32.24,24.49,
1979.51.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,"Francisco de Campos, c. 1515-1580 (attributed to)","Noli me Tangere from Scenes from the life of Christ and the Virgin Mary, 1560–1565",25.0,15.98,
1979.51.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,"Francisco de Campos, c. 1515 - 1580 (attributed to)","Adoration of the Shepherds from Scenes from the life of Christ and the Virgin Mary, 1560–1565",25.0,15.98,
1979.51.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,"Francisco de Campos, c. 1515 - 1580 (attributed to)","Crucifixion from Scenes from the life of Christ and the Virgin Mary, 1560–1565",25.0,15.98,
1979.64.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63R, Textile Roll 19",Screen, 63R,Fulani peoples,"Blanket, 20th century",196.5,55.0,
1979.71.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45A",Screen, 45A,John Doyle,"Sharpshooter 76/Sony Wars from the series Sharpshooters, 1976",36.5,25.87,
1980.1.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,"Jan Saenredam, After an engraving by Hendrik Goltzius",Venus Resting with Cupid (after Hendrick Goltzius),8.74,6.26,
1980.30.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62F, Textile Roll # 1",Screen, 62F,Navajo,"Weaving, c. 1915",41.5,60.98,
1980.30.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #4",Screen, 62J,Navajo,"Weaving, c. 1915",32.01,57.01,
1980.32.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63S, Textile Roll #19",Screen, 63S,Spanish,"Embroidered Panel ( a la Fragonard), 18th century",139.02,37.01,
1980.32.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63S, Textile Roll #19",Screen, 63S,Spanish,"Embroidered Panel ( a la Fragonard), 18th century",139.02,37.01,
1980.32.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63S, Textile Roll #19",Screen, 63S,Spanish,"Embroidered Panel ( a la Fragonard), 18th century",139.02,37.01,
1980.32.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63S, Textile Roll #19",Screen, 63S,Spanish,"Embroidered Panel ( a la Fragonard), 18th century",139.02,37.01,
1980.32.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63S, Textile Roll #19",Screen, 63S,Chinese,"Embroidered Panel With Floral Motif, n.d.",50.0,31.73,
1980.35.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,"Francisco de Campos, c. 1515 - 1580 (attributed to)","Resurrection from Scenes from the life of Christ and the Virgin Mary, 1560–1565",25.0,15.98,
1980.35.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,"Francisco de Campos, c. 1515 - 1580 (attributed to)","Pentecost from Scenes from the life of Christ and the Virgin Mary, 1560–1565",25.0,15.98,
1980.35.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,"Francisco de Campos, c. 1515 - 1580 (attributed to)","Assumption of the Virgin from Scenes from the life of Christ and the Virgin Mary, 1560–1565",25.0,15.98,
1980.71.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 20A",Screen, 20A,"Unknown, In the style of Giorgio de Chirico","The Silent Life of Fruit (vita silente di frutta), c. 1963",15.98,20.0,
1980.81.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Screen, 38A,"Romare Bearden, Published by London Arts Group","In the Garden from American Portfolio, 1979 (published 1980)",22.24,16.26,
1980.98.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,Richard Smith,"K. Magenta, 1971",23.27,19.49,
1980.98.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 48A",Screen, 48A,Richard Smith,"C. Grey, 1971",23.27,19.49,
1981.14.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62D, Textile Roll #2",Screen, 62D,Navajo,"Saddle blanket, 20th century",19.76,37.99,
1981.14.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62D",Screen, 62D,Navajo,"Ganado style Weaving, 20th century",34.25,57.24,
1981.14.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62D",Screen, 62D,Navajo,"Germantown Weaving, c. 1900",34.02,50.0,
1981.14.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #3",Screen, 62J,Navajo,"Yei Weaving, 20th century",40.0,65.98,
1981.14.12,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #3",Screen, 62J,Navajo,"Weaving, 20th century",39.76,65.51,
1981.14.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62P",Screen, 62P,Rio Grande,"Blanket, mid 19th century",82.99,60.51,
1981.25.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Arthur Bowen Davies,"Marjorie, late 19th–early 20th Century",21.73,15.98,
1981.26.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Raul Schur,"Untitled, 20th century",12.01,7.99,
1982.7.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,John McCurdy,"Descent from Above, 1971",47.99,64.02,
1982.24.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28B",Screen, 28B,"Paracas, or Nazca","Tassel, c. 500 BCE",4.49,2.99,
1982.24.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28B",Screen, 28B,"Paracas, Nazca","Tassel, c. 500 BCE",4.49,2.99,
1982.27.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62O",Screen, 62O,Bolivian,"Two Joined Textile Panels, c. 1900",52.01,49.02,
1982.27.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62D",Screen, 62D,Bolivian,"Manta, 1900s",34.02,42.99,
1982.27.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 10",Screen, 62H,Bolivian,"Half Aksu, 1900s",30.0,35.98,
1982.27.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63P, Textile Roll # 17",Screen, 63P,Bolivian,"Balandran (horseman's poncho), 1900s",54.02,77.01,
1982.27.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62E, Textile Roll # 6",Screen, 62E,"Calcha, Potosi","Poncho, 1900s",46.73,52.99,
1982.27.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63O",Screen, 63O,Bolivian,"Manta, 1900s",32.52,37.52,
1982.27.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63S, Textile Roll #19",Screen, 63S,Bolivian,"Poncho, 1900s",52.01,60.98,
1982.27.13,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #3",Screen, 62J,Potosi,"Poncho, 1960s",49.02,57.01,
1982.27.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63O",Screen, 63O,Peruvian,"Poncho, 1970s",40.51,47.01,
1982.27.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62O",Screen, 62O,Bolivian,"Poncho, c. 1965",47.52,53.5,
1982.27.16,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62F, Textile Roll # 9",Screen, 62F,Bolivian,"Asku, c. 1970",32.01,55.51,
1982.27.17,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #4",Screen, 62J,Bolivian,"Aksu: Two Joined Textile Panels, c. 1960",36.26,45.98,
1982.27.18,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63O",Screen, 63O,Bolivian,"Manta, c. 1960",35.98,45.0,
1982.27.19,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62E, Textile Roll # 6",Screen, 62E,Potosi,"Manta, 1970s",40.51,42.99,
1982.27.20,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62I, Textile Roll # 2",Screen, 62I,Bolivian,"Manta, 1900s",42.52,44.02,
1982.27.21,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63P, Textile Roll # 17",Screen, 63P,Bolivian,"Poncho, c. 1970",54.02,60.0,
1983.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 45B",Screen, 45B,Kenneth Noland,"Handmade Paper (PK-0388), 1981",25.98,30.0,
1983.8.36,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63H",Screen, 63H,The Friendship Senior Citizens Club,"Quilt, 20th century",69.02,80.98,
1983.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Aldo Pagliacci,"Untitled, 1954",9.84,7.6,
1983.9.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Aldo Pagliacci,"Untitled, 1954",10.39,7.87,
1983.9.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Alice Baber,"Split Circle, 1972",17.99,14.02,
1983.9.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Alice Baber,"Your Cousin, Xmas 1974, 1974",10.98,9.02,
1983.9.14,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Screen, 60A,American,"Untitled (portrait of a young child holding a rosebud), 20th century",30.0,24.76,
1983.9.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 19A",Screen, 19A,Geoffrey Budd Landis,"Wanton Wind: Billow in Orange and Red II, 1979",23.74,45.98,
1983.10.8,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Joshua Taylor,"Moonstone Colors, 1931",8.07,10.43,
1983.10.21,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Robert Natkin,"Untitled, 1971",23.5,35.51,
1983.10.22,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Japanese,"Untitled, 19th century",23.5,36.5,
1983.10.26,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Kiyoshi Saito,"Woman, 20th century",8.5,14.02,
1983.10.27,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Kiyoshi Saito,"Way Nara, 1960",15.98,22.01,
1983.10.28,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56B",Screen, 56B,Kiyoshi Saito,"Maiko Kyoto, 1960",15.98,22.01,
1983.10.30,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Edwin Mieczkowski,"Untitled abstract, 20th century",17.52,20.98,
1983.10.33,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Unknown,"Untitled, 20th century",10.75,19.76,
1983.10.45,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,"Jacques Hnizdovsky, American, born in Ukraine, 1915 - 1985","Jerome, 1978",13.5,9.49,
1983.10.46,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Ronald Thomason,"The Running N Longhorn Steer, 20th century",8.5,10.98,
1983.10.47,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,John Towhey,"Untitled, 1973",14.02,15.0,
1983.10.50,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Unknown,"Untitled, 1800–1899",14.02,6.5,
1983.10.51,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Ernest Levinstein,"Untitled, 1967",5.75,7.76,
1983.10.53,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,Sunil Das,"Untitled (horses), 20th century",27.01,28.74,
1983.10.59,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Bernard Buffet,"Les Parisiennes Vues par les Peintres Temoins de leur Temps, 1958",29.02,18.5,
1983.10.61,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Claes Oldenburg,"Object into Monument, 1972",21.5,13.74,
1983.10.65,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Paul Brown,"Untitled, 20th century",9.02,12.01,
1983.10.66,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Paul Brown,"Untitled, 20th century",9.49,10.98,
1983.10.67,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,"John Cameron, American, born in Scotland  c.1828  Published by Currier & Ives, American, active in New York, 1835–1907","Trotting Mare Nancy Hanks, record 2:04, 1872",17.76,13.27,
1983.10.68,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56B",Screen, 56B,Anonymous,"Nancy Hanks 2:04, Driven by Budd Doble, 1872",15.75,19.49,
1983.10.81,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,James Harbour Crable,"Times Square: New York, New York, 1978",35.71,42.01,
1983.10.83,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Screen, 55A,American,"Festival Casals de Puerto Rico/ 31 de mayo al 17 de Junio de 1972, 20th century",27.99,18.27,
1983.21.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28B",Screen, 28B,"Peruvian, North Coast","Loincloth Tie End, 1400–1460",12.99,19.49,
1983.21.7,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28B",Screen, 28B,Peruvian,"Chuspa (Coca bag), 900–1500",9.02,5.51,
1983.21.15,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28B",Screen, 28B,Chancay,"Three Stripe Panel, 900–1500",7.99,17.99,
1983.21.24,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63S, Textile Roll #19",Screen, 63S,"Bolivian, Peruvian","Aksu, c. 1875",,,
1983.21.25,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #4",Screen, 62J,Bolivian,"Half Luto (mourning) Aksu, c. 1966",36.5,42.24,
1983.21.26,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 10",Screen, 62H,Bolivian,"Half Aksu: Birds, c. 1965",30.0,38.39,
1983.21.32,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 10",Screen, 62H,Bolivian,"Aksu, c. 1970",47.99,30.39,
1983.21.33,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62F, Textile Roll # 1",Screen, 62F,Bolivian,"Lliclla or Woman's Shawl Mantle with a Ribete, 1920–1930",,,
1983.21.34,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #4",Screen, 62J,Bolivian,"Half-aksu, 1973–1974",,,
1983.21.36,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 8",Screen, 62H,Bolivian,"Capacho (large bag), c. 1955–1960",35.39,37.36,
1984.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Screen, 51A,Henry Salem Hubbell,"Portrait of Harlan Fiske Stone; Chief Justice, United States Supreme Court, 1942",44.02,37.52,
1984.15.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12B",Screen, 12B,Claude Vignon (attributed to),"Saint Jerome, 17th century",37.52,50.0,
1984.20.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63I, Textile Roll # 14",Screen, 63I,Coastal Huari,"Textile Panel, 700–900",81.5,27.99,
1984.25.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Screen, 12A,"Federico Zuccaro, Italian, c. 1540-1609","The Conversion of Mary Magdalene, c. 1563",10.0,21.26,
1984.28.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Screen, 52A,Arthur Bowen Davies,"Horse and Wagon and Man, late 19th–early 20th Century",10.98,12.76,
1984.54.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62R",Screen, 62R,Flemish,"Tapestry: A pastoral scene featuring a large water bird (crane?) in left foreground and large broad leaf tree on right.  In background is a body of water, 17th century",91.89,50.51,
1986.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,"Michelangelo Pistoletto Born in Biella, Italy, 1933","Clothes (Panni) from The Drape Suite, 1981",47.24,39.49,0.98
1986.7.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A",Screen, 44A,"Michelangelo Pistoletto Born in Biella, Italy, 1933","The Rose (La Rosa), 1981",47.24,39.61,0.98
1986.12.5,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 8",Screen, 62H,Bolivian,"Poncho, 20th century",47.99,44.49,
1986.13.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25B",Screen, 25B,Bruce Crane,"In New England, late 19th century–early 20th century",15.51,21.5,
1987.3.1,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 46",Wall Screen, 46,Japanese,"Untitled (two birds in flight, bamboo branches), 20th century",47.87,12.44,
1987.5.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Screen, 24A,Albert Bierstadt,"Mountain Brook, The White Mountains, New Hampshire, 1863",18.5,15.24,
1987.7.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25A",Screen, 25A,John Frederick Kensett,"Eastern Landscape, c. 1850s",12.13,10.0,
1987.8.4,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,Gatja Rothe,"Lake, 1988",4.88,6.89,
1987.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28B",Screen, 28B,"Peruvian, North Coast","Panel Fragment, 1100–1300",4.02,20.98,
1987.9.3,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,"Peruvian, Central Coast","Border, pre-1534",4.02,29.02,
1987.9.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,"Peruvian, South Coast","Fragment, 1350–1420",6.26,10.24,
1987.9.9,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,Chimú,"Fragment: Tunic Border, c. 1000–1400",2.99,22.99,
1987.9.10,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,"Chimú, or Inca","Textile Fragment Depicting a Warrior, 1100–1300",5.12,6.14,
1987.9.11,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Screen, 28A,"Chimú, or Inca","Textile Fragment Depicting a Warrior, 1100–1300",5.98,8.5,
1987.11.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Screen, 56A,Rufino Tamayo,"Untitled, 20th century",20.75,27.52,
1988.1.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Screen, 37A,Julius Caesar Ibbetson,"Landscape, 1759–1817",17.13,21.26,
1988.5.6,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Screen, 61A,French,"Atalanta, 17th century",7.76,5.51,
1989.4.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Screen, 54A,Teotihuacán,"Mural Fragment with Image of Processional Figure, 600–750",26.57,28.5,
1991.1.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B",Screen, 39B,"Irwin Kremen Born in Chicago, Illinois, 1925","Junctures, 1979",5.39,4.61,
1991.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12B",Screen, 12B,Antwerp School,"Madonna and Child, c. 1540",27.76,17.99,
1991.6.115,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58B",Screen, 58B,"Anonymous, Duke University",Spirit of Cats,9.84,14.17,
1991.9.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",Screen, 04B,,"Portrait of Miss Mary Lillian Duke (Mrs. Mary Duke Biddle, 1892-1960), 1911",83.27,44.76,
1991.16.2,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Screen, 61B,van Merle,"L' Este, 17th century",9.37,12.52,
1992.2.1,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Screen, 47A,Philip Guston,"Untitled, 1969",26.5,24.02,
