1983.21.25,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #4",Bolivian,,"Half Luto (mourning) Aksu, c. 1966"
1983.21.26,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 10",Bolivian,,"Half Aksu: Birds, c. 1965"
1983.21.32,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 10",Bolivian,,"Aksu, c. 1970"
1983.21.33,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62F, Textile Roll # 1",Bolivian,,"Lliclla or Woman's Shawl Mantle with a Ribete, 1920–1930"
1983.21.34,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62J, Textile Roll #4",Bolivian,,"Half-aksu, 1973–1974"
1983.21.36,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 8",Bolivian,,"Capacho (large bag), c. 1955–1960"
1984.13.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Henry Salem Hubbell,,"Portrait of Harlan Fiske Stone; Chief Justice, United States Supreme Court, 1942"
1984.15.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12B",Claude Vignon (attributed to),,"Saint Jerome, 17th century"
1984.20.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 63I, Textile Roll # 14",Coastal Huari,,"Textile Panel, 700–900"
1984.25.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A","Federico Zuccaro, Italian, c. 1540-1609",,"The Conversion of Mary Magdalene, c. 1563"
1984.28.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Arthur Bowen Davies,,"Horse and Wagon and Man, late 19th–early 20th Century"
1984.54.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62R",Flemish,,"Tapestry: A pastoral scene featuring a large water bird (crane?) in left foreground and large broad leaf tree on right.  In background is a body of water, 17th century"
1986.7.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A","Michelangelo Pistoletto
Born in Biella, Italy, 1933",,"Clothes (Panni) from The Drape Suite, 1981"
1986.7.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44A","Michelangelo Pistoletto
Born in Biella, Italy, 1933",,"The Rose (La Rosa), 1981"
1986.12.5,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 62H, Textile Roll 8",Bolivian,,"Poncho, 20th century"
1986.13.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25B",Bruce Crane,,"In New England, late 19th century–early 20th century"
1987.3.1,,"Nasher Museum Building, Nasher Painting Storage Room, Wall Screen, 46",Japanese,,"Untitled (two birds in flight, bamboo branches), 20th century"
1987.5.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Albert Bierstadt,,"Mountain Brook, The White Mountains, New Hampshire, 1863"
1987.7.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 25A",John Frederick Kensett,,"Eastern Landscape, c. 1850s"
1987.8.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Gatja Rothe,,"Lake, 1988"
1987.9.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28B","Peruvian, North Coast",,"Panel Fragment, 1100–1300"
1987.9.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A","Peruvian, Central Coast",,"Border, pre-1534"
1987.9.6,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A","Peruvian, South Coast",,"Fragment, 1350–1420"
1987.9.9,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A",Chimú,,"Fragment: Tunic Border, c. 1000–1400"
1987.9.10,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A","Chimú, or Inca",,"Textile Fragment Depicting a Warrior, 1100–1300"
1987.9.11,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A","Chimú, or Inca",,"Textile Fragment Depicting a Warrior, 1100–1300"
1987.11.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Rufino Tamayo,,"Untitled, 20th century"
1988.1.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",Julius Caesar Ibbetson,,"Landscape, 1759–1817"
1988.5.6,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",French,,"Atalanta, 17th century"
1989.4.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Teotihuacán,,"Mural Fragment with Image of Processional Figure, 600–750"
1991.1.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39B","Irwin Kremen
Born in Chicago, Illinois, 1925",,"Junctures, 1979"
1991.2.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12B",Antwerp School,,"Madonna and Child, c. 1540"
1991.6.115,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 58B","Anonymous, Duke University",,Spirit of Cats
1991.9.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 04B",,,"Portrait of Miss Mary Lillian Duke (Mrs. Mary Duke Biddle, 1892-1960), 1911"
1991.16.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",van Merle,,"L' Este, 17th century"
1992.2.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 47A",Philip Guston,,"Untitled, 1969"
1992.8.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",,,"Stalin with Hitler's Remains from the series Anarchistic Synthesism, 1985–1986"
1992.9.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 49A",Cindy Sherman,,"Untitled #140 from the series Fairy Tales, 1985"
1992.11.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 28A","Unidentified Culture, Peruvian",,Chuspa Bag with Feline Pattern
1992.12.5,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",In the style of Francois Perrier,,"Battle Scene, 17th century"
1992.12.16,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B",A. Veranneman,,"Architectural Exterior, 1911"
1993.1.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 18A",John Hoppner,,"Portrait of Nancy Carey, c. 1780"
1993.3.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Lorna Simpson,,"Holding and Breaking, 1992"
1993.4.1.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Angela Bourodimos,,"All Access Fountain, 1991"
1993.8.7,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Leonid Tishkov,,"L.I.T. Looks in a Microscope and Sees: Even the Smallest Microbe Lives in a Trunk, 1989"
1993.8.8,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Leonid Tishkov,,"Living in a Trunk Also Wants a Little Love, 1989"
1993.10.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 20B",Charles Christian Nahl,,"Young Girl with Kid Goat, 1858"
1993.12.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A","French, In the style of Eugène Delacroix",,"The Bathers, 19th century–20th century"
1994.4.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Edward Lamson Henry,,"Feeding the Kittens, 1883"
1994.7.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61A",Marianne Manasse,,"Diplomacy, 20th century"
1995.2.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Olga Chernysheva,,"Fête Champêtre, 20th century"
1995.6.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Boris Anisfeld,,"Red Landscape with Figure, c. 1907"
1995.6.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Boris Anisfeld,,"Obverse: Kneeling Woman, c. 1905"
1995.6.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Boris Anisfeld,,"Design for Decoration of Villa Wougaft, 1914–1917"
1995.6.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Boris Anisfeld,,"Figure in Blue Cape on Orange Background (verso: Kneeling Figure by Water), c. 1913"
1995.7.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56B","Dmitri Plavinsky, Russian, 1937 - 2012",,"Salamander, 1974"
1995.7.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B","Dmitri Plavinsky, Russian, 1937 - 2012",,"Workshop, 1975"
1995.12.1.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",,,"Bridge from the portfolio Projects, 1987 (printed 1990)"
1995.12.1.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",,,"Columbarium Architecture (Museum of Disappearing Buildings) from the portfolio Projects, 1984 (printed 1990)"
1995.12.1.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",,,"Columbarium Habitabile from the portfolio Projects, 1989 (printed 1990)"
1995.12.1.6,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",,,"Contemporary Architectural Art Museum from the portfolio Projects, 1988 (printed 1990)"
1995.12.1.7,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",,,"Crystal Palace from the portfolio Projects, 1989–1990"
1995.12.1.8,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",,,"Diomede I from the portfolio Projects, 1989 (printed 1990)"
1995.12.1.9,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",,,"Diomede II from the portfolio Projects, 1989 (printed 1990)"
1995.12.1.10,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",,,"Doll's House from the portfolio Projects, 1990"
1995.12.1.11,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",,,"Dome from the portfolio Projects, 1989 (printed 1990)"
1995.12.1.14,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",,,"Forum de Mille Veritatis from the portfolio Projects, 1987 (printed 1990)"
1995.12.1.15,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",,,"Untitled (Four Head Composite) from the portfolio Projects, 1983–1984 (printed 1990)"
1995.12.1.16,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",,,"Glass Tower from the portfolio Projects, 1984 (printed 1990)"
1995.12.1.17,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",,,"Glass Tower II from the portfolio Projects, 1984 (printed 1990)"
1995.12.1.20,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34A",,,"Island of Stability from the portfolio Projects, 1989–1990"
1995.12.1.21,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",,,"Nameless River from the portfolio Projects, 1986 (printed 1990)"
1995.12.1.23,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",,,"Ship of Fools or a Wooden Skyscraper for the Jolly Company from the portfolio Projects, 1988 (printed 1990)"
1995.12.1.24,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",,,"Stageless Theatre from the portfolio Projects, 1986 (printed 1990)"
1995.12.1.26,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36A",,,"Theater from the portfolio Projects, 1990"
1995.12.1.27,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",,,"Town Bridge from the portfolio Projects, 1989–1990"
1995.12.1.28,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",,,"Unknown Person from the portfolio Projects, 1985–1989 (printed 1990)"
1995.12.1.29,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",,,"Untitled (House with Stag's Head and Dog) from the portfolio Projects, 1986 (printed 1990)"
1995.12.1.30,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",,,"Untitled (Person Holding Buildings) from the portfolio Projects, 1985 (printed 1990)"
1995.12.1.33,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",,,"Villa Claustrophobia from the portfolio Projects, 1985 (printed 1990)"
1995.12.1.34,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 37A",,,"Villa Nautilus, 1990"
1995.12.1.35,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",,,"Wandering Turtle from the portfolio Projects, 1984 (printed 1990)"
1995.14.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A","Leonid Lerman
Born in Odessa, Ukraine, 1953",,"Improvisation in Red and Blue, 1993"
1995.14.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A","Leonid Lerman
Born in Odessa, Ukraine, 1953",,"Evening at Volga, 1992"
1995.14.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A","Leonid Lerman
Born in Odessa, Ukraine, 1953",,"Study for Other Horizons, 1992"
1995.16.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35A",Yuri Albert,,"About Beauty from the series Alphabet for the Blind, 1988–1989"
1995.16.8.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Georgii Kizevalter,,"Ars Brevis, 1988"
1995.16.8.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 38A",Georgii Kizevalter,,"Ars Brevis, 1988"
1995.16.18,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Nikolai Panitkov,,"Stuff Up the Hole, Stuff Up the Crack, 1987"
1995.20.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Ilya Kabakov,,"The Rabbits, 1994"
1995.22.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Feodor Petrovich Tolstoy,,"The Return of Ulysses, c. 1820"
1995.23.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Alexander Roytburd,,"The Movement, 1988"
1995.24.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Edward Hagedorn,,"Sword Swallower, c. 1930"
1995.24.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26B",Edward Hagedorn,,"The Rainbow, c. 1930"
1996.1.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","C. Baugniet, Printed by Louis Haghe, F. G. Moon",,"Portrait of David Roberts, Esq., R.A., 1844"
1996.1.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"The Greek Church of the Holy Sepulchre, 1842–1845"
1996.1.8,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"The Mosque of Omar, on the Ancient Site of the Temple, 1842–1845"
1996.1.11,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"Church of the Holy Sepulchre, Exterior View, 1842–1845"
1996.1.14,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"The Shrine of the Holy Sepulchre, 1842–1845"
1996.1.16,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",lithograph,"Jerusalem - The Church of  the Purification, 1842–1845"
1996.1.18,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"Jerusalem from the Mount of Olives, 1842–1845"
1996.1.48,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"The Immersion of the Pilgrims in the Jordan, 1842–1845"
1996.1.59,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",lithograph,"Gaza, 1842–1845"
1996.1.61,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",lithograph,"Jaffa, Looking South, 1842–1845"
1996.1.89,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",lithograph,"Arabs of the Desert, 1842–1845"
1996.1.115,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",lithograph,"Ascent to the Summit of Sinai, 1842–1845"
1996.1.118,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"Convent of Saint Catherine, with Mount Horeb, 1842–1845"
1996.1.124,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A","David Roberts, Louis Haghe, F. G. Moon",,"Suez, General View, 1842–1845"
1996.1.125,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 14A",Published by F. G. Moon,,"Map to Illustrate the Route of David Roberts, Esq., R. A., In the Holy Land, Petrea and Syria, 1842–1845"
1996.4.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 03B",Analoly Glinov,painting,"Russian Field, 1970"
1996.4.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33A",Ivan Kabish,,"To Mausoleum, 1963"
1996.9.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Alexander Iakovlevich Golovin,,"Two Visions of Skriabin the Composer, c. 1900–1910"
1996.15.31,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Leonid Pinchevsky,,"Untitled, 1982"
1996.16.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Leonid Lamm,,"Yellow House in Uzhgorod, 1946"
1996.16.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 05B",Leonid Lamm,,"West-Ukraine Town, Road to Czechoslovakia borderline, 1946"
1996.16.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Leonid Lamm,,"Silver Street, Uzhgorod, 1946"
1996.16.5,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Leonid Lamm,,"Sukhum, Georgia, 1950"
1996.16.6,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Leonid Lamm,,"Late Afternoon in Small Town, 1946"
1996.16.7,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Leonid Lamm,,"Kiev, 1950"
1996.16.13,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 56A",Leonid Lamm,,"Landscape, 1953"
1996.16.15,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54B",Leonid Lamm,,"Self-portrait, 1949"
1996.16.16,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Leonid Lamm,,"Self-portrait with Green Lady, 1956"
1996.18.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",Nicolas-Toussaint Charlet,,"Interior of a Guard House, 19th century"
1996.19.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 26A",Max Pechstein,,"Blumenvase auf Einem Tisch (Vase of Flowers on a Table) (recto) and Frau und Mann sich umarmend 
(Woman and Man Hugging Each Other) (verso), c. 1912–1923"
1996.22.22,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Henry Elinson,,"De Kooning, 1995–1996"
1996.24.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Leonid Pinchevsky,,"untitled, 1981"
1996.26.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A","Anonymous M1 (attributed to), follower of Jan Josefsz van Goyen",,"Landscape (after Jan van Goyen), c. late 17th century–early 18th Century"
1996.27.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60B",Cleve Gray,,"Abstract Canvas, 1980"
1997.1.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B",Valentin Popov,,"Vatican Museum #3, 1985"
1997.1.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B",Valentin Popov,,"Vatican Museum #4, 1985"
1997.4.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Joseph Pascal Sebah,,"713.Abydos table planche I (Temple de Seti I), c. 1860–1870"
1997.4.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 52A",Joseph Pascal Sebah,,"721.Abydos 2me Salle: Bas Relief (Temple de Seti I), c. 1860–1870"
1997.5.1.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A","Vitaly Komar, Alex Melamid",,"Onward to the Final Victory of Capitalism, 1980"
1997.5.1.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A","Vitaly Komar, Alex Melamid",,"Glory to the American Worker, 1980"
1997.8.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 36B",Oleg Kudryashov,,"Icon with Saw, 1992"
1997.8.6,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Oleg Kudryashov,,"The Soldier and the Devil, 1991"
1997.18.1.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 27B",Shimon Okshteyn,,"Armchair, 1995"
1997.23.1.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.23.1.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.23.1.C,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.23.1.D,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.23.1.E,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.23.1.F,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.23.1.G,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.23.1.H,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32A",Leonid Tishkov,,"Anatomical Map of Russia (portfolio), 1997"
1997.25.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B","Edith London, American (born Germany), 1904 - 1997",,"In Flight, 1995"
1997.32.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 61B",Rhonda Wall,,"Untitled, 1984"
1997.32.9,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 51A",Rick Prol,,"Green Man, 1984"
1998.1.1,,"Nasher Museum Building, Nasher Painting Storage Room",Francesco Furini,,"Angel, 17th century"
1998.4.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30A",Philip Andreyevich Maliavin,,"Self Portrait, 1912"
1998.7.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 32B",Leonid Sokov,,"Freedom, 1991"
1998.8.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 55A",Vasily Shulzhenko,,"Bulls' Shepherd from Remote Pastures, 1994"
1998.8.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53A",Vasily Shulzhenko,,"The Banished, 1996"
1998.10.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 46B","Alicia Creus, Argentinian, 1939, lives in the United States",,"The Princess and Her Keeper, 1995–1996"
1998.13.1.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 59B",Valery Koshliakov,,"Moscow Towers, 1997"
1998.13.1.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 59B",Valery Koshliakov,,"Moscow Towers, 1997"
1998.18.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Sergei Volkov,,"Portrait of Yuri Gagarin, the First Cosmonaut, 1987"
1998.18.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",S. Schablavin,,"Night (View of Moscow Suburbs), 1979"
1998.18.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 60A",S. Schablavin,,"Summertime (View of Moscow Suburbs), 1980"
1998.21.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Leonid Sokov,,"Untitled (Bear and Marilyn Monroe), 1991"
1998.21.4,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B","Arsen Savadov, Yuri Senchenko",,"Untitled from the series Controlling of the Inorganic Control, 1992–1993"
1998.21.5,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 34B","Arsen Savadov, Yuri Senchenko",,"Untitled from the series Controlling of the Inorganic Control, 1991"
1998.21.8,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Mikhail Roginsky,,"Untitled, 1985"
1998.21.10.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Shimon Okshteyn,,"There are many forms but few classics, 1988"
1998.21.10.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Shimon Okshteyn,,"There are many forms but few classics, 1988"
1998.21.10.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Shimon Okshteyn,,"There are many forms but few classics, 1988"
1998.21.10.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31A",Shimon Okshteyn,,"There are many forms but few classics, 1988"
1998.21.12,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Rostislav Lebedev,,"The Bolshevic by Kudisodiev, 1991"
1998.21.20,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 30B",Rostislav Lebedev,,"Black Square, 1991"
1998.22.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 12A",Cristoforo Munari,,"Still Life with Blue and White Porcelain, c. 1690"
1998.22.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 15B",Giovanni Paolo Panini,,"Architectural Capriccio with Figures, c. 1716–1718"
1998.22.4.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Francesco Monti,,"Hagar and the Angel, c. 1725"
1998.22.4.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 11A",Francesco Monti,,"The Sacrifice of Isaac, c. 1725"
1998.22.5,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24A",Jan van Kessel (attributed to),,"Creation of the Birds and Fishes, c. 1650"
1998.22.6,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 22B","Jasper Gerardi (Geeraerts), attributed
Flemish, active from 1634, died 1654",,"Still Life with Meat Pie, c. 1650"
1998.24.2.A,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24B",Bruce Wall,,"Metro Freako, 1984"
1998.24.2.B,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 24B",Bruce Wall,,"Metro Freako, 1984"
1999.1.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 54A",Susana Amundarain,,"Side View, 1996"
1999.8.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B","Rimma Gerlovina, Valeriy Gerlovin",,"Subliminal Child, 1995–1999"
1999.8.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 31B","Rimma Gerlovina, Valeriy Gerlovin",,"Bark, 1997"
1999.9.2,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 44B",Rhonda Wall,,"Tropic City, 1993"
1999.11.1,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 53B",A. Sundakov,,"Hot Words, 1988"
1999.11.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Rostislav Lebedev,,"Playing Cards, 1946"
1999.14.3,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 33B",Ely Mikhailovich Bielutin,,"Untitled, 1972"
1999.14.5,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 35B",Natalya Nesterova,,"The Gold Jug!, 1993"
1999.14.7,,"Nasher Museum Building, Nasher Painting Storage Room, Screen, 39A",David Davidovich Burliuk,,"The Sea, c. 1910"
2000.2.1,,"Nasher Museum Building, Nasher Painting Storage Room","Florentine, Anonymous",,"Cassone Panel with Neptune Presiding over a Wedding, c. 1560"
